Unnamed: 0,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,group,tox21
3533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4176,C=C(C)C#N,valid,4
3534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1867,Nc1ccc(Br)cc1,training,1
3535,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX24836,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,valid,3
3536,0.0,,0.0,,,0.0,,1.0,0.0,1.0,,1.0,TOX20269,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,test,2
3537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX15138,Nc1ccc([As](=O)(O)O)cc1,training,4
3538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1290,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,training,1
3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28603,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,training,4
3540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3609,N=C(N)NS(=O)(=O)c1ccc(N)cc1,training,4
3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24953,OCCc1ccncc1,training,4
3542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX459,CCN(CC)C(C)=O,training,4
3543,0.0,0.0,1.0,,0.0,0.0,,,0.0,,,0.0,TOX27830,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,training,1
3544,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,TOX27202,C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,test,2
3545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4621,COCCOCCOC,training,4
3546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1126,c1ccc2c(c1)Nc1ccccc1S2,training,3
3547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1396,CN1C(=O)OC(C)(C)C1=O,training,4
3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5012,C=C(Cl)CCl,training,4
3549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28917,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,training,4
3550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26262,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,training,4
3551,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0,TOX2998,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,training,1
3552,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24445,BrCc1ccc(Br)cc1,training,4
3553,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24839,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,training,4
3554,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX5082,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,training,4
3555,0.0,,0.0,,0.0,,,,,,,,TOX26844,COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,training,4
3556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14700,Cc1cc(Cl)ccc1OCC(=O)[O-],training,4
3557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6193,Clc1cccc(Cl)c1Cl,training,4
3558,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26157,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,training,4
3559,0.0,,0.0,1.0,,,,1.0,,,,,TOX29153,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,training,3
3560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24479,CCO[Si](CCCS)(OCC)OCC,valid,4
3561,1.0,0.0,1.0,,,0.0,0.0,1.0,1.0,,1.0,0.0,TOX1372,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,training,3
3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13754,C=CC(=O)NC(C)C,training,4
3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26490,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,training,2
3564,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22063,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,training,1
3565,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26123,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,valid,4
3566,0.0,,,,,0.0,0.0,,0.0,1.0,1.0,1.0,TOX21985,O=C(Nc1cccc(C(F)(F)F)c1)c1cc(Br)cc(Br)c1O,valid,2
3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7558,Cc1ccc(S(=O)(=O)N=C=O)cc1,training,4
3568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX28165,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,training,3
3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2605,CC(C)CCON=O,training,4
3570,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5130,Cc1ccc2ccccc2c1C,training,4
3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2666,C[N+](C)(C)CC(=O)[O-],training,4
3572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7262,c1ccncc1,training,4
3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX26696,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.O=C(O)CC(O)(CC(=O)O)C(=O)O,training,2
3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1136,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,2
3575,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,TOX4687,CC(C)(C)c1ccc(O)c(O)c1,training,3
3576,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX12869,O=[N+]([O-])c1ccc(F)cc1F,valid,4
3577,,,,,,,,0.0,,0.0,,,TOX26563,c1ccc(CNCCNCc2ccccc2)cc1,training,4
3578,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX21379,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,test,2
3579,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,0.0,1.0,1.0,TOX5258,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,training,3
3580,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX25326,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,training,4
3581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20727,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,training,1
3582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3190,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,valid,4
3583,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX62,Nc1cc([N+](=O)[O-])ccc1O,training,3
3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX7530,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,valid,4
3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX533,C1COCCO1,training,4
3586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1576,CC(=O)C(Cl)Cl,training,4
3587,1.0,1.0,,,0.0,0.0,,,0.0,,1.0,0.0,TOX2671,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,training,3
3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX415,BrCCBr,training,4
3589,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,1.0,TOX26437,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,training,3
3590,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX4470,Nc1nc2c(Cl)cccc2s1,training,3
3591,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.0,,0.0,TOX29082,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,training,2
3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX129,O=C1CC(=O)NC(=O)N1,test,4
3593,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,,1.0,TOX25701,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,valid,3
3594,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX24773,C=C(C)C(=O)OCCOc1ccccc1,training,3
3595,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26102,O=C(O)c1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,training,4
3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24289,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,training,4
3597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX28779,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,test,1
3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25366,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,valid,4
3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27440,CC(C)c1ccc(C#N)cc1,training,4
3600,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX17579,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,test,4
3601,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,TOX27933,CCCCCCCCOC(=O)c1ccc(O)cc1,training,3
3602,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2227,CN(C)CCCCl,training,4
3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25361,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,test,4
3604,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24196,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,training,4
3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6446,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,training,4
3606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1873,C=CC(=O)OCC(C)C,training,4
3607,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6145,c1ccsc1,training,4
3608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX21373,CCCCCC=CCC1CC(=O)OC1=O,training,4
3609,0.0,,0.0,,,,,,,,1.0,,TOX18864,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,training,2
3610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX448,CC(Cl)CCl,training,4
3611,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,1.0,,TOX6208,Oc1cc(Cl)cc(Cl)c1Cl,training,3
3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25885,O=c1oc2cc(O)ccc2s1,training,4
3613,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,TOX2815,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O,training,4
3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29132,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,training,4
3615,0.0,,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX5209,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,training,3
3616,0.0,,0.0,,,,,1.0,0.0,1.0,1.0,,TOX267,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H](CC(Cl)[C@@H]3Cl)C1(Cl)C2(Cl)Cl,training,2
3617,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,1.0,,TOX679,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,training,2
3618,0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX21997,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,training,3
3619,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,TOX28976,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,training,2
3620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25695,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,training,4
3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3157,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,training,4
3622,0.0,,0.0,,,0.0,,,0.0,,,,TOX12537,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,training,4
3623,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,TOX2678,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,training,2
3624,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5715,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],training,1
3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26139,CCN(CC)CCOc1ccccc1OC,training,4
3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13493,CCOC(=O)C(C)C(C)=O,training,4
3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27186,CC(C)COC(=O)c1ccccc1O,training,4
3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12556,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,training,4
3629,,,,,,,,0.0,,0.0,,,TOX27788,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,training,4
3630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX5300,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,valid,4
3631,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,TOX4845,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,training,2
3632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3735,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,training,4
3633,,,,,,,,1.0,,0.0,,,TOX26823,CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,training,2
3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21404,Cc1cc(O)c(Cl)cc1C,training,4
3635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25393,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,test,1
3636,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX57,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,training,3
3637,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,TOX24266,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,training,4
3638,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5536,S=c1[nH]c2ccccc2[nH]1,training,1
3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5346,CC(=O)OCc1ccco1,training,4
3640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX790,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,training,2
3641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX12406,CCOP(=O)([O-])C(N)=O,training,4
3642,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2789,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,training,4
3643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX348,O=c1ccc2ccccc2o1,training,1
3644,0.0,0.0,0.0,,0.0,,1.0,,1.0,1.0,,1.0,TOX813,C[Hg]Cl,test,3
3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26084,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/O)c3csc(N)n3)[C@H]2SC1,training,4
3646,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,TOX9776,CCCCCCCCCCCCCOS(=O)(=O)[O-],test,4
3647,0.0,0.0,0.0,,,0.0,,,0.0,0.0,1.0,,TOX27295,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,training,2
3648,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX830,COc1c2occc2cc2ccc(=O)oc12,training,1
3649,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3488,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,training,1
3650,0.0,1.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,,TOX28924,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,training,3
3651,0.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,TOX6314,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],training,3
3652,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,TOX3719,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,training,3
3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26913,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,training,4
3654,0.0,,1.0,,,0.0,,1.0,0.0,0.0,1.0,1.0,TOX1106,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,training,3
3655,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,TOX25323,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,training,3
3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4896,CNC.O=C(O)COc1ccc(Cl)cc1Cl,training,4
3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7736,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],training,4
3658,,,,,,,,0.0,,0.0,,,TOX23913,COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],training,4
3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9201,O=S(=O)([O-])c1ccc2cc(O)ccc2c1,training,4
3660,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TOX4452,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,training,3
3661,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13105,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,training,4
3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28794,CCN[C@@H](C)Cc1ccccc1,test,4
3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5291,CCCCC(C=O)CC,training,4
3664,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,TOX1319,ClC(Cl)=C(Cl)Cl,test,4
3665,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,TOX1267,Oc1ccc2c(c1)OCO2,valid,1
3666,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,TOX24642,CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,test,3
3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1436,C=Cc1cccc(C)c1,training,4
3668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24733,O=C([O-])c1cccc([N+](=O)[O-])c1,valid,4
3669,0.0,0.0,,,,0.0,,,0.0,0.0,,0.0,TOX26088,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,training,4
3670,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,TOX5037,CCN(CC)c1cccc(O)c1,training,1
3671,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,TOX2417,CCCCOC(=O)c1ccc(N)cc1,training,3
3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7072,[O-]c1ccccc1,training,4
3673,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25651,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,test,4
3674,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX27797,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,training,1
3675,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25976,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,training,4
3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21962,CCO[Si](CC)(OCC)OCC,training,4
3677,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25514,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,training,2
3678,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7543,CCN(O)CC,training,4
3679,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX2603,Nc1cc(-c2ccncc2)c[nH]c1=O,training,4
3680,,,,,,,,,,0.0,,,TOX31604,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H]1OC,training,4
3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4864,CC=CC=O,training,4
3682,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27429,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],training,1
3683,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,,TOX27337,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1,training,2
3684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6967,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,training,4
